265.1664,269.073,270.9311,268.9539,267.9445,266.7506,266.7506,262.6083,266.2791,269.011,267.3337,271.1975,269.6861,269.0113,266.0482,268.5371,266.5785,265.4049,268.8831,269.7623,271.4215,271.4009,269.601,268.464,265.11,268.4478,269.3718,269.5682,268.8902,266.9892,269.5743,267.3582,264.3022,259.1814,265.2316,268.5491,271.4576,272.4379,273.3433,270.1964,270.7504,266.2854,268.7642,266.8031,272.5676,270.2249,272.3229,272.4643,272.2105,269.4286,259.4128,238.0843,208.8868,187.6409,183.4689,181.1024,184.6029,184.0186,187.2533,196.6036,221.1568,247.4347,253.3209,245.0972,240.2195,243.22,253.8389,263.6697,270.5961,273.8854,274.1457,270.6346,269.2652,266.3209,271.0418,273.8018,274.3483,272.6753,272.6449,272.6892,272.5718,272.0361,269.4973,273.8251,273.7184,268.6967,271.2307,273.2054,274.3824,272.8563,272.6682,270.866,273.685,269.6912,268.717,273.1751,271.1324,274.8364,270.136,272.4562,274.2941,271.0962,267.4111,272.7388,272.5616,272.5635,272.7185,274.0213,269.1775,273.4394,273.5924,269.6366,271.9354,270.2081,274.0872,272.6597,272.7921,274.784,274.4224,270.9052,274.0079,273.4264,268.5166,273.3739,272.1674,270.245,270.1835,271.8395
268.2711,268.1137,269.4958,268.701,267.0684,265.391,265.391,266.5973,267.4766,268.4167,268.5766,269.1584,269.4216,268.7718,268.1861,266.1349,267.9311,268.0582,269.9593,269.3576,269.1517,267.9218,268.9497,267.2841,265.8558,266.8118,268.8257,268.5923,268.1242,265.964,264.8851,265.9148,261.7206,264.7876,264.1316,267.4734,270.7292,271.7481,269.9695,269.6493,268.8375,269.2372,269.5201,271.1812,268.755,271.3624,272.1554,270.8715,270.7565,265.3032,251.0012,223.7993,201.589,189.1614,182.2086,182.6962,182.2828,186.7116,193.6267,208.4443,228.4037,239.7626,245.3577,246.8998,247.2632,250.3255,256.1516,262.1055,266.986,269.6718,270.9272,271.0272,268.9623,268.5555,270.3126,272.1357,272.9482,272.3684,273.1755,273.269,272.0361,271.4773,271.3958,271.9506,271.5645,270.9186,270.9757,272.3828,272.9819,272.5715,272.5715,272.2661,271.9623,271.1403,270.6871,271.252,272.6889,272.7423,272.1971,272.2202,272.6387,270.8954,269.8348,270.4439,271.5216,271.9951,272.6319,271.852,271.3655,271.6032,271.8896,271.3255,271.6165,271.8706,272.4373,273.3273,272.804,273.3839,272.9501,272.374,272.6078,271.464,270.9446,271.2343,272.2249,271.6451,271.5836,270.7349
266.6995,268.0996,268.6869,267.5158,267.7098,266.7715,266.7715,268.1716,268.0072,265.8789,266.4673,268.7881,270.5992,267.4079,268.222,266.1869,268.4646,267.3423,268.9169,268.8726,266.9971,266.5569,268.59,268.7114,265.4466,268.0083,268.4523,266.6852,265.9685,267.6765,266.3885,262.8001,265.6309,264.8211,266.9127,269.3611,270.8052,271.3843,271.398,271.4886,271.4102,272.2903,272.4673,272.0148,270.8429,269.497,273.6946,271.8429,267.3218,258.0363,239.4036,215.0647,194.7607,185.8237,183.5136,182.7553,183.0882,190.8135,202.3781,223.6125,233.2208,240.4744,245.3612,248.8817,250.9106,253.2357,257.0643,261.2015,264.7756,267.3481,268.8223,269.5836,270.4122,269.8852,270.4679,271.8709,273.2185,272.3515,271.8464,273.2465,272.4258,272.8774,272.7474,273.3272,272.6317,271.2316,270.4011,271.002,271.5818,272.8432,272.7103,272.7572,272.6144,272.5638,272.0417,272.6137,271.9102,273.3103,271.9871,272.0879,272.8791,271.479,270.0789,269.9868,271.1505,271.8659,272.1284,273.0161,271.616,271.2051,272.6052,272.726,273.0167,272.6663,272.4349,273.835,272.5129,272.7647,273.7433,273.732,273.4721,272.8759,272.0408,272.6344,272.0522,273.0453,272.6356,271.4628
266.7079,267.5721,268.4671,268.738,268.9783,266.6181,266.6181,265.218,265.9475,266.7755,266.7687,268.783,269.0741,268.5721,266.2266,266.4333,268.4636,266.8153,267.319,267.4958,268.6877,266.8616,266.8671,266.9235,266.0523,266.1693,266.5252,268.3022,268.2121,266.4071,266.8285,263.8056,266.6617,266.2941,269.2948,268.6043,268.7455,269.0481,269.8005,272.6422,270.5432,272.6943,270.2956,269.7006,269.0486,271.243,271.0159,269.4716,260.4018,247.4174,222.5994,202.6489,190.264,184.8465,182.9247,182.03,187.2454,196.513,217.8703,236.8156,241.7834,245.1879,248.4605,251.1952,253.4552,255.5677,258.1443,261.0706,263.8291,265.9648,267.4904,268.9205,270.1751,271.2877,271.8645,272.4428,271.8184,272.6771,271.2769,272.4166,273.8167,273.1051,273.8005,273.8005,272.895,271.4948,270.6664,270.8781,271.3974,272.7975,272.7103,272.7572,272.6144,272.9384,273.4439,273.2076,271.9429,273.343,272.0365,272.3937,273.4329,272.0336,271.0455,271.3869,271.9418,272.5859,272.2826,273.3057,271.9747,271.8281,272.9527,274.1261,274.146,272.7459,272.5645,273.9133,272.5132,272.7647,273.7433,273.7433,273.7433,273.6496,272.2998,272.6866,272.7238,273.0975,273.0034,271.6033
265.5921,267.5715,267.067,268.3318,268.8072,266.828,266.828,266.0073,268.0299,268.6589,268.8683,268.9601,267.1352,266.9159,268.3548,266.6722,266.9875,268.7813,269.0347,270.5054,269.1629,268.7383,268.8108,269.479,266.7844,266.2049,266.4076,268.4356,266.7738,269.3167,266.5731,267.2596,265.1806,267.0855,268.9498,270.846,269.2128,269.6891,269.691,271.4627,269.9948,269.8147,271.374,271.7805,269.5406,269.1021,268.4589,264.1244,254.966,232.7021,210.3614,194.3639,187.1583,184.0304,183.6378,185.4661,193.2655,210.2236,229.0439,251.9882,249.7542,251.0997,252.8478,254.5923,256.2494,257.9291,259.7658,261.6916,263.6607,265.4936,267.1148,268.6369,270.0967,270.3979,270.4644,271.0715,271.8855,271.2778,272.1954,272.3999,272.8209,274.221,273.1051,273.8005,273.306,272.6343,272.0665,272.1602,271.8207,272.5667,272.5715,272.5715,272.5775,272.5715,272.7505,272.5715,272.3213,273.6589,272.3827,273.7827,274.0135,273.0042,272.4456,272.787,273.3418,273.9217,273.1472,273.011,273.3748,273.2282,272.7269,272.8108,272.7944,272.7484,273.9646,273.7899,272.4137,272.6972,272.7944,272.7944,273.6846,272.303,271.7777,272.6449,274.045,272.8492,272.9055,272.3795
270.1023,268.1513,266.9317,266.9317,266.9317,267.9872,267.9872,266.6124,268.4958,268.6283,269.0364,267.4566,267.3216,268.8016,267.2442,269.5547,267.1595,268.9573,268.9964,269.3053,269.0995,268.2202,268.2202,270.2839,268.4613,266.2742,266.5928,266.8321,266.8321,268.7888,267.4619,265.8912,268.8888,268.4557,268.4557,269.5506,269.3327,268.7261,269.5846,269.5846,269.6732,270.0859,269.4284,269.6611,269.1472,274.7322,285.9355,259.1152,243.8284,222.556,199.2111,188.4883,186.1952,185.3101,186.0317,190.9919,203.3788,226.5518,246.5558,259.0319,257.207,256.6143,257.2769,258.3236,259.4581,260.6025,261.9248,263.3874,264.8081,266.1018,267.6295,269.1334,270.5849,269.4786,269.0916,270.0751,270.4854,271.4122,272.8123,272.7206,272.7206,272.8308,274.1864,272.7863,272.6455,272.6219,272.6691,272.3863,272.4319,272.4319,272.7268,272.9344,273.3551,271.955,271.3505,272.5956,273.7214,272.6778,272.6771,274.0772,274.1605,274.1605,273.8458,274.1871,274.7419,274.9229,274.5473,274.4112,274.3179,272.9178,274.127,272.9973,272.9973,272.7598,272.5811,272.6714,273.8138,272.7193,272.5506,272.5506,272.7207,271.893,272.502,273.7576,272.7096,272.5162,272.5481,273.3494
270.1023,268.1513,266.9317,266.9317,266.9317,268.0125,268.0125,266.6124,268.4958,268.6283,269.0364,267.4566,267.3216,268.8016,267.2442,269.5547,267.1595,268.9573,268.9964,269.3053,269.0995,268.2202,268.2202,270.2839,268.4613,266.2742,266.5928,266.8321,266.8321,268.7888,267.4619,265.8912,268.8888,268.4557,268.4557,269.5506,269.3327,268.7261,269.5846,269.5846,269.6732,270.0859,269.4284,269.6611,269.1472,274.7322,258.9871,250.2723,230.2618,209.9688,193.4476,186.1367,183.7632,183.9538,187.4624,197.6395,219.1926,241.6941,257.1626,265.9355,262.8239,261.6245,261.511,261.9867,262.7008,263.5302,264.4474,265.5385,266.618,267.5575,268.3536,269.7368,271.1475,270.6814,270.2372,269.8738,270.1396,271.4281,272.8282,272.7206,272.7206,272.7938,274.1759,272.7758,272.6455,272.6219,272.6691,272.3863,272.878,272.878,272.7268,272.9344,273.3679,271.9677,271.4879,272.6093,273.8212,272.6783,272.8995,274.2625,274.1605,274.1605,274.1605,275.1818,274.9263,274.6834,274.1036,274.0292,273.9767,272.9625,274.3083,273.0477,273.0477,273.1999,272.6201,272.7159,274.116,272.7299,272.5506,272.6136,273.8729,272.6824,273.7577,272.6818,272.7254,273.9163,273.9482,274.2535
268.6442,267.4334,267.4334,266.9317,268.0125,267.5926,267.5926,268.9927,270.4447,269.0261,267.0685,268.8669,267.2901,266.9408,269.7533,267.2555,268.9828,267.7348,268.9757,268.7174,269.1975,268.7739,268.7739,269.2456,268.8436,268.6886,269.0426,269.2662,269.2662,268.1967,268.1967,268.1805,268.1805,267.4495,267.4495,269.8616,269.8616,269.9202,269.4911,269.4911,269.6314,271.3153,271.179,271.3721,271.4465,267.1926,257.0242,237.2729,220.7373,199.6056,189.5591,186.2788,184.2075,186.9733,194.3188,212.8494,232.5956,253.9961,264.4431,270.3604,267.177,265.8688,265.4728,265.5097,265.8591,266.417,267.129,267.9936,268.8383,269.4259,269.8773,270.4492,271.7723,271.995,271.6379,271.0599,270.9591,272.1195,272.5249,273.4857,272.7206,273.0532,273.0532,274.0288,274.0288,272.8517,272.8542,272.8542,274.2781,274.2781,273.5976,273.3727,273.3727,272.888,272.888,272.3884,272.4211,272.0413,274.2997,274.7702,274.4901,274.1605,275.1818,274.2127,274.5536,274.5536,272.7035,272.6291,272.5765,274.3626,273.5987,274.4478,274.4478,274.6,272.7008,272.4028,274.3536,272.6998,272.6022,272.6022,272.5826,272.7336,272.3576,272.6818,272.877,274.2771,274.3297,272.9296
266.2073,267.9477,268.0882,268.4791,267.5926,267.5926,267.5926,267.5926,271.8951,270.689,268.3149,269.4827,269.4139,268.264,268.9651,268.653,269.1945,267.7574,268.9919,268.8954,268.5263,269.2084,269.2084,269.1833,269.5513,269.27,268.0645,268.4166,268.4166,268.1967,268.1967,268.1805,268.1805,268.1745,268.1745,269.8616,269.8616,269.9202,271.3777,271.3777,269.4685,269.19,252.8676,252.8676,252.8676,252.8676,252.8676,232.3394,210.933,193.9731,186.5116,185.6991,186.5946,192.9607,207.0031,226.7787,249.9334,259.9196,269.4228,272.9245,270.2994,269.7033,269.21,268.8115,268.8362,269.2874,269.698,270.5498,271.416,271.7577,271.6645,271.8651,272.4752,272.46,273.0387,272.46,272.3592,272.8453,272.7083,272.5249,272.4296,272.4296,272.4296,272.5388,272.5388,272.4889,272.6681,272.6681,272.7948,272.7948,272.8965,273.3788,273.3788,272.888,272.888,272.3884,272.4211,272.0413,272.8475,274.4377,272.7627,274.2127,274.2127,274.5536,272.62,272.62,272.612,272.6368,272.6277,274.347,272.701,274.4478,274.4478,274.6,272.7008,272.4028,274.3536,272.6998,272.6022,272.6022,272.5826,272.7336,272.1445,272.6818,272.7973,274.1798,274.2531,272.8991
269.4788,269.6713,269.4888,269.3858,268.2636,267.5926,267.5926,269.4728,270.9095,269.8771,271.1726,269.8356,271.9063,269.4819,269.6064,269.6331,270.9897,270.5605,269.0645,267.6517,269.4989,269.507,269.507,269.2916,268.7491,268.7587,269.4182,268.7216,268.7216,269.3238,269.3238,269.5095,269.5095,270.3776,270.3776,269.5409,269.5409,269.8068,269.9456,269.9456,271.5308,270.0885,252.8676,252.8676,252.8676,252.8676,249.0936,226.7745,203.751,189.8078,184.513,184.0451,188.1843,199.136,222.1033,243.5723,257.0068,266.3878,270.9042,272.2986,272.539,274.295,272.6382,271.7073,271.7073,271.7073,272.6549,272.2517,274.3206,274.3206,272.7005,272.3602,272.5,272.4079,274.4399,272.6769,272.6769,272.6769,272.9175,272.5824,272.2784,272.2784,272.2784,271.8017,271.8017,272.5216,272.795,272.795,272.4849,272.4849,272.8682,273.0498,273.0498,272.6069,272.6069,272.8206,272.9145,272.9176,272.3867,272.765,273.4124,272.7097,272.7097,272.62,272.62,272.7342,274.3803,274.5301,272.7037,272.2003,274.2049,272.3778,272.2727,272.6367,272.5009,274.4254,274.9641,272.1529,274.394,274.394,273.634,272.7077,272.7077,272.8639,272.8639,272.7797,272.853,274.2488
