265.5945,262.0394,266.8171,267.5724,265.6348,269.1291,271.896,270.0935,271.773,269.9688,269.625,268.059,269.7323,272.7308,276.2328,276.9681,274.5892,270.4135,274.2123,272.9003,274.9136,277.4561,277.7649,286.3855,294.1876,358.2834,384.6293,431.2747,500.6567,763.1986,1027.73,1327.304,1608.841,1870.991,2066.903,2285.348,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2116.664,1775.658,1341.574,1013.155,757.8756,598.5295,511.2977,450.3341,408.717,390.3768,299.7694,291.0126,285.0208,285.0208,271.7796,273.2886,269.4796,273.5978,271.9725,269.7305,269.7305,274.2509,270.6584,270.3921,272.0583,271.6379,269.045,269.045,269.9013,271.6399,268.6824,272.8577,271.8944,272.3776,272.3776,272.4956,272.5428,272.0441,276.2768,276.7275,272.4458,272.6595,273.8619,270.4454,273.1595,276.8156,273.1252,275.5081,274.7493,274.7493,274.7493,274.7493,
266.1263,266.1154,262.7024,265.2425,267.3558,266.6801,267.8088,269.5206,269.4687,270.0556,271.5581,268.5551,270.7864,270.9914,273.3973,274.2804,272.9817,272.1192,272.1805,272.6459,273.0424,273.8246,276.4967,283.7623,294.2955,348.3015,377.9631,411.8633,502.3435,751.1508,999.8056,1333.961,1654.457,1892.583,2077.19,2287.846,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2219.077,1763.385,1354.43,1025.649,779.6927,615.8571,509.1916,440.9406,404.2516,382.2711,300.0485,292.6048,292.6048,274.6312,273.6973,272.6844,270.5544,273.0921,273.3153,273.3153,273.6158,272.2199,273.4751,273.019,270.0327,272.6856,272.6856,271.9691,271.8475,271.476,269.6828,270.0241,273.3653,273.3653,274.5345,272.9787,272.6021,274.6786,273.3151,274.3484,273.9299,271.3097,271.6768,274.9835,275.2071,274.9492,275.3243,274.7493,274.7493,274.7493,274.7493,
268.6957,265.9845,264.5086,263.7482,267.1118,268.6414,268.98,267.6973,269.3017,271.5427,271.1957,268.61,270.8632,269.8969,270.4435,271.9445,274.0365,272.6467,274.0419,272.5512,274.2965,273.3543,275.1709,281.9992,291.6341,342.2899,359.9889,397.975,485.7809,690.9258,955.7719,1311.878,1667.76,1883.434,2038.353,2262.708,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2221.155,1754.813,1347.901,1013.385,764.8072,602.767,501.966,433.4603,394.4627,348.2545,303.8081,303.8081,282.8812,276.5482,272.4602,273.2331,273.8446,272.9016,272.9016,271.8938,272.2912,274.0011,272.1073,270.6404,273.3664,273.3664,271.3326,273.8025,273.6484,273.0244,271.3569,272.1697,272.1697,275.2655,272.3448,274.3138,274.644,274.4746,272.5269,271.6465,271.9189,272.4055,274.469,275.0044,274.4473,275.3886,274.7493,274.7493,274.7493,274.7493,
268.7404,266.7855,266.7695,264.2769,267.8016,268.701,269.5735,270.906,269.4226,271.4775,269.8021,269.5117,268.3894,271.2882,272.8393,272.3348,271.721,272.3802,271.869,272.5323,272.7157,272.963,275.7101,279.4846,288.6709,329.25,346.4817,383.7974,464.4697,665.0572,931.5833,1249.151,1577.639,1803.132,1950.242,2184.353,2426.475,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2240.283,1763.398,1318.742,980.2753,735.7567,572.0169,467.6306,417.8657,393.2816,312.9314,312.9314,290.1187,280.0129,275.141,271.6284,272.0462,272.7909,272.7909,274.116,272.0056,272.4609,270.8873,272.1883,271.5451,271.5451,271.7939,272.4936,272.8217,274.7278,272.2669,274.0041,274.0041,272.3946,272.3704,272.3885,272.9238,273.2299,272.7767,273.3467,274.5864,274.1998,275.0222,275.2188,274.735,275.3648,274.7493,274.7493,274.7493,274.7493,
267.1296,267.2811,267.7526,264.9392,265.2607,268.8614,270.3023,269.5851,269.5404,271.3541,271.2091,269.392,269.6643,269.6554,272.7536,273.8039,272.2468,274.0227,272.8029,274.4713,274.3371,272.2831,273.2884,277.6149,280.405,320.8915,334.3508,367.3634,439.9167,637.4752,899.4388,1173.55,1453.546,1704.401,1883.983,2079.752,2317.802,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2157.587,1710.053,1297.281,938.6257,690.9,555.1234,456.3096,413.158,389.9347,310.8925,293.1113,284.3835,275.9801,274.6443,272.1956,274.0861,272.6725,274.3529,274.3241,272.5687,271.6813,272.2794,270.9509,271.5646,273.869,274.1978,272.7809,272.2631,274.0152,272.3546,274.1879,274.2793,272.9225,272.731,274.6915,275.8665,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,275.3177,274.7493,274.7493,274.7493,274.7493,
270.9769,270.2383,268.5839,267.5095,265.1469,265.8771,268.1522,267.9322,268.9305,270.0715,269.0494,271.7842,270.0773,269.7383,270.8079,273.8076,274.4016,274.5708,272.8145,275.6176,274.4427,274.7096,272.4106,273.9832,278.0757,315.7283,327.0674,358.33,419.1487,574.3243,814.2798,1086.45,1351.852,1594.068,1834.823,2052.914,2266.278,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2100.374,1619.399,1177.156,879.5051,651.0499,519.9346,453.5787,407.1678,319.2891,304.844,290.4402,279.1249,274.8681,271.8197,272.3141,272.0914,272.5543,274.4171,272.6819,274.1584,272.3419,273.7884,273.8502,272.2971,272.3103,274.3084,274.3431,274.2555,271.8673,272.38,272.3449,274.331,274.734,276.5556,275.3889,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,
269.3936,269.2408,269.0494,268.4013,266.5397,267.7962,266.037,266.779,267.7032,268.3235,269.4906,269.6228,269.8335,272.2219,271.99,273.7892,272.8058,274.3601,272.7327,274.3916,272.8424,271.6301,272.1317,272.7717,274.0213,314.678,318.9839,349.3705,398.8174,526.1802,754.5529,1035.185,1270.879,1509.056,1759.982,2029.885,2254.577,2482.906,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2432.753,1983.119,1485.791,1081.509,798.3746,608.9581,493.6801,436.0579,401.2478,310.5339,295.422,287.2093,276.9098,275.1743,272.8163,272.7829,272.565,272.4675,272.5065,272.3994,274.0921,272.531,272.3533,272.3558,272.3457,274.2599,272.6901,272.5756,272.6624,272.7147,274.3648,272.6488,274.3294,275.5771,275.44,274.8265,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,
267.5365,270.1223,267.3171,268.6708,269.3696,266.8812,269.5262,269.2422,271.2429,269.7553,269.7101,271.336,269.6089,269.8364,271.6361,271.4442,273.1796,272.3327,272.3787,274.0562,271.9952,272.3907,272.5215,272.723,274.4789,312.2896,315.4958,332.8416,384.8864,481.9246,648.296,895.3702,1195.725,1452.335,1695.308,1935.807,2202.514,2466.556,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2273.732,1804.978,1352.334,973.1711,718.1742,565.1434,491.1241,434.9423,322.7866,307.0364,291.9818,282.4665,278.0369,275.384,272.9312,272.5305,272.5484,273.0649,272.5795,272.1642,274.2075,272.5199,272.1718,272.1745,272.4753,272.9725,273.3347,274.7747,274.8338,275.0543,274.7757,274.83,275.6551,275.4763,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,
270.8972,268.9735,267.4385,267.1662,266.6568,268.4224,268.9411,270.7665,272.0433,270.0237,271.6778,271.8767,271.5517,271.5231,269.7498,270.0169,270.659,273.6879,272.0876,271.8676,272.4088,272.2932,272.5829,274.2912,272.7106,313.1232,312.5836,326.0096,352.7622,450.1669,595.3098,798.48,1071.445,1336.328,1627.47,1884.99,2178.378,2421.57,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2494.398,2494.398,2129.281,1620.836,1177.546,857.4209,632.5436,521.5664,468.4564,431.4645,320.3374,297.1441,285.9626,277.5207,274.4373,272.4634,272.6178,272.5693,272.6148,274.8264,272.5191,274.3309,272.4935,272.4309,274.3365,273.4125,274.853,276.3024,276.749,275.9351,275.4124,276.9673,275.4492,277.1762,275.6662,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,
269.0853,267.1662,266.7176,268.7287,269.6844,266.9938,267.2498,269.017,269.3097,272.6006,272.2033,272.1872,271.8793,271.7196,269.9855,271.7092,273.0979,272.3996,273.0204,272.4175,272.5478,271.4655,272.4686,272.371,272.5024,275.6687,308.7684,318.3303,341.4571,390.7744,504.8781,700.6088,969.6948,1258.196,1538.958,1849.825,2148.21,2372.292,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2494.398,2494.398,2399.456,1905.976,1376.448,985.1119,741.5396,602.3249,492.1208,448.9279,320.4068,300.6999,292.2862,279.2353,272.8501,272.7619,274.5139,274.5313,272.8194,272.8696,272.8263,272.7207,272.424,273.0979,274.7331,276.4611,276.9039,275.4413,275.4834,274.6875,275.6095,275.443,274.7082,277.0193,275.5308,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,274.8647,
